EAN|DESCRIPTION
9780062297600|<P>A mesmerizing tale of psychological suspense about a woman who must fight to escape an expert manipulator determined to possess her, Claire Kendal&#8217;s debut novel is a sophisticated and disturbing portrait of compulsion, control, and terror that will appeal to fans of <i>Before I Go to Sleep, The Silent Wife</i>, and <i>Into the Darkest Corner.</i></p><P>His name is Rafe, and he is everywhere Clarissa turns. At the university where she works. Her favorite sewing shop. The train station. Outside her apartment. His messages choke her voice mail; his gifts litter her mailbox. Since that one regrettable night, his obsession with her has grown, becoming more terrifying with each passing day. And as Rafe has made clear, he will never let her go.</p><P>Clarissa&#8217;s only escape from this harrowing nightmare is inside a courtroom&#8212;where she is a juror on a trial involving a victim whose experiences eerily parallel her own. There she finds some peace and even makes new friends, including an attractive widower named Robert, whose caring attentions make her feel desired and safe. But as a disturbingly violent crime unfolds in the courtroom, Clarissa realizes that to survive she must expose Rafe herself. Conceiving a plan, she begins collecting the evidence of Rafe&#8217;s madness to use against him&#8212;a record of terror that will force her to relive every excruciating moment she desperately wants to forget. Proof that will reveal the twisted, macabre fairy tale that Rafe has spun around them . . . with an ending more horrifying than her darkest fears.</p><P>Masterfully constructed, filled with exquisite tension and a pervasive sense of menace, <i>The Book of You</i> explores the lines between love and compulsion, fantasy and reality, and offers a heart-stopping portrait of a woman determined to survive. Claire Kendal&#8217;s extraordinary debut will haunt readers long after it reaches its terrifying, breathtaking conclusion.</p>
9780143119494|<P><b>From Tana French, author of <i>The Witch Elm</i>, &ldquo;the most important crime novelist to emerge in the past 10 years&rdquo; (<i>The Washington Post</i>), the bestseller called &ldquo;the most stunning of her books&rdquo; (<i>The New York Times</i>) and a finalist for the Edgar Award.&#160;</b><br><br>Back in 1985, Frank Mackey was a nineteen-year-old kid with a dream of escaping hisi family's cramped flat on Faithful Place and running away to London with his girl, Rosie Daly. But on the night they were supposed to leave, Rosie didn't show. Frank took it for granted&#160;that she'd dumped him-probably because of his alcoholic father, nutcase mother, and generally dysfunctional family. He never went home again.&#160;Neither did Rosie. Then, twenty-two years later, Rosie's suitcase shows up behind a fireplace in a derelict house on Faithful Place, and Frank, now a detective in the Dublin Undercover squad, is going home whether he likes it or not.
9780152062682|<I><P>The only thing you&#8217;ll find on the summit of Mount Everest is a divine view. The things that really matter lie far below.</I> &#8211; Peak Marcello</P><P>After fourteen-year-old Peak Marcello is arrested for scaling a New York City skyscraper, he's left with two choices&#58; wither away in Juvenile Detention or go live with his long-lost father, who runs a climbing company in Thailand. But Peak quickly learns that his father's renewed interest in him has strings attached. <I>Big</I> strings. As owner of Peak Expeditions, he wants his son to be the youngest person to reach the Everest summit--and his motives are selfish at best. Even so, for a climbing addict like Peak, tackling Everest is the challenge of a lifetime. But it's also one that could cost him his life. </P><P>Roland Smith has created an action-packed adventure about friendship, sacrifice, family, and the drive to take on Everest, despite the incredible risk. The story of Peak&#8217;s dangerous ascent&#8212;told in his own words&#8212;is suspenseful, immediate, and impossible to put down.
9780060835637|<P><b>Join Mercer Mayer&#8217;s classic and beloved character, Little Critter<sup>&#174;</sup>, as he spends the whole day with his dad in this My First I Can Read book!</b> </p><P>From getting rid of a beehive to working in the yard and going to the store, Little Critter wants to be the world&#8217;s best helper. Things might not always go as planned, but that doesn't stop Little Critter from trying his hardest!</p><P><i>Little Critter&#58; Just Helping My Dad </i>is a My First I Can Read book, which means it&#8217;s perfect for shared reading with young children..</p>
9780425170342|Ex-Navy SEAL John Clark--the man who conducts the secret operational missions that Jack Ryan can't be a part of--faces his greatest fear with Rainbow Six: a group of terrorists so extreme that its success could literally mean the end of life on Earth as we know it.
9780440338437|Before an injury cost him a chance to go pro, big-time sports agent Myron Bolitar was shooting for a career in the NBA. When the star player for the NBA's New Jersey Dragons disappears without a trace. Bolitar is called in to investigate--and take the undercover assignment of his dreams--a spot on the team. Reissue.
9780307567161|Veteran golfer Jack Coldren is staging the comeback of a lifetime at the U.S.Open. But when Coldren is found dead in a sand trap, Myron takes on the case, digging through 20 years of secrets to find a killer who's closer to him thanhe ever imagined. Reissue.
9780312601553|<p>On the night you were born, you brought wonder and magic to the world. The moon stayed up till morning. Polar bears danced.</p><p>Here is a book that celebrates the one and only ever you! Now available in its entirety in board book format, Nancy Tillman's masterpiece is perfect for acknowledging the special people in our lives that they are loved.</p>
9780312614164|<p><i>"What happened here last night isn't allowed," said Madame Dubois.</i><br><i></i><i>It was such an extraordinary thing to say it stopped the ravenous Inspector Beauvoir from taking another bite of his roast beef on baguette.</i><br><i></i><i>"You have a rule against murder?" he asked.</i><br><i></i><i>"I do. When my husband and I bought the Bellechasse we made a pact....Everything that stepped foot on this land would be safe."</i><br><i></i><br><i></i>It is the height of summer, and Armand and Reine-Marie Gamache are celebrating their wedding anniversary at Manoir Bellechasse, an isolated, luxurious inn not far from the village of Three Pines. But they're not alone. The Finney family&#151;rich, cultured, and respectable&#151;has also arrived for a celebration of their own.<br>The beautiful Manoir Bellechasse might be surrounded by nature, but there is something unnatural looming. As the heat rises and the humidity closes in, some surprising guests turn up at the family reunion, and a terrible summer storm leaves behind a dead body. It is up to Chief Inspector Gamache to unearth secrets long buried and hatreds hidden behind polite smiles. The chase takes him to Three Pines, into the dark corners of his own life, and finally to a harrowing climax.</p>
9780312300586|<p>*50 daily size puzzles.<br>*First appearance of these puzzles in book form.<br>*Covered spiral binding.</p><p>Serious solvers know that the puzzles in the <i>New York Times</i> get harder as the week goes on. From an easy Monday to a downright difficult Friday puzzle, this brand new collection is sure to challenge you with every passing day. See how far you can get!</p>
9780060518714|Beau is called upon to investigate the brutal murder of a five-year-old girl. As Beau delves into the case, he is positive he has his killer until other bodies start piling up. The murders appear to be the work of a demented individual who may be drawing closer to Beau himself. Winner of the American Mystery Award.
9780451533906|<P><b>A thoughtful and age-appropriate introduction to an unimaginable event&mdash;the Holocaust.</b><br><br>The Holocaust was a genocide on a scale never before seen, with as many as twelve million people killed in Nazi death camps&mdash;six million of them Jews. Gail Herman traces the rise of Hitler and the Nazis, whose rabid anti-Semitism led first to humiliating anti-Jewish laws, then to ghettos all over Eastern Europe, and ultimately to the Final Solution. She presents just enough information for an elementary-school audience in a readable, well-researched book that covers one of the most horrible times in history.<br><br>This entry in the <i>New York Times</i> best-selling series contains eighty carefully chosen illustrations and sixteen pages of black and white photographs suitable for young readers.
9780385737289|<P><b>Nicholas Flamel appeared in J.K. Rowling&rsquo;s Harry Potter&mdash;but did you know he really lived? And his secrets aren't safe!</b><i> </i><b>Discover the truth in book two of the <i>New York Times</i> bestselling series the Secrets of the Immortal Nicholas Flamel.</b> <br><br><u>The Enemies&#58;</u> Dr. John Dee and Niccolo Machiavelli. <br><br> <u>Their Plan&#58;</u> Steal the rest of what Nicholas Flamel has fought to protect.<br> <br>&#160;&#160; John Dee has the Book of Abraham the Mage, which means the world is on the brink of ruin. Except he's missing two cruscial pages, pages that Nicholas, Sophie, Josh, and the legendary warrior Scatty have taken to Paris. <br>&#160;&#160; But Paris is teeming with enemies&#151;and old acquaintances like Nicollo Machiavelli. On the run and with time running out for Nicholas and his wife, Perenell, Sophie must learn the second elemental magic&#58; Fire Magic. And there&rsquo;s only one man who can teach it to her&#58; Flamel&rsquo;s old student, the Comte de Saint-Germain&mdash;alchemist, magician, and rock star. <br><br>&ldquo;The Secrets of the Immortal Nicholas Flamel has <b><b>everything you loved about Harry Potter</b>, </b>including<b> <b>magic, mystery, and a constant battle of good versus evil.</b>&rdquo;&mdash;</b><i>Bustle</i><b><u><br></u></b> <br><b><u>Read the whole series!</u></b> <br><i>The Alchemyst</i><br><i>The Magician</i><br><i>The Sorceress</i> <br><i>The Necromancer</i><br><i>The Warlock</i> <br><i>The Enchantress</i>
